STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Mean
1547.0,RIVER TALPONA AT CANACONA,GOA,28.88,7.0,6.93,54.11,0.82
3188.0,RIVER TIRACOL AT TIRACOL,GOA,29.17,5.9,7.72,43.82,2.05
1544.0,VALVANT AT SANKLI - BICHOLIM,GOA,29.25,7.13,6.54,59.79,1.7
1150.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,28.17,7.24,7.39,318.83,0.68
1865.0,RIVER DHADAR AT KOTHADA,GUJARAT,27.0,6.2,8.38,894.0,9.0
1434.0,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT,30.25,2.18,7.98,1835.25,17.93
1980.0,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,30.5,1.99,7.74,3164.58,32.31
1149.0,KOLAK AT PATALIA BDG,GUJARAT,29.0,2.4,7.55,1500.0,6.15
1023.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB,21.33,5.5,7.38,635.0,8.75
1024.0,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB,24.0,5.5,7.4,1050.5,25.0
1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB,21.33,5.33,7.28,635.5,9.85
1473.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",PUNJAB,23.67,5.1,7.43,993.0,21.85
1698.0,"GHAGGAR AT D/S CHHATBIR, PUNJAB",PUNJAB,21.33,5.28,7.48,631.75,13.45
1699.0,GHAGGAR AT U/S DHAKANSU NALLAH,PUNJAB,17.5,4.87,7.4,972.67,17.47
1700.0,GHAGGAR AT D/S DHAKANSU NALLAH,PUNJAB,22.33,4.3,7.5,1155.5,24.5
1701.0,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,22.0,4.8,7.4,903.5,26.0
1702.0,GHAGGAR AT U/S JHARMAL NADI,PUNJAB,21.33,5.05,7.4,1110.25,16.0
1703.0,GHAGGAR AT MOONAK,PUNJAB,24.0,5.28,7.43,1289.5,26.85
1704.0,GHAGGAR AT D/S SARDULGARH,PUNJAB,22.33,4.9,7.43,989.75,27.75
1705.0,GHAGGAR AT U/S SARDULGARH,PUNJAB,22.33,5.15,7.35,914.0,20.53
1718.0,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629,RAJASTHAN,32.7,4.75,7.48,280.0,2.42
1871.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,19.92,7.75,7.41,344.0,1.25
2624.0,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.23,7.29,7.01,310.15,1.42
2625.0,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,19.64,7.15,7.71,302.82,1.53
1870.0,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH,18.06,6.21,7.51,787.5,41.5
2947.0,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN,23.92,6.04,8.28,468.33,1.41
1717.0,"KODRA DAM, MOUNT ABU",RAJASTHAN,19.42,5.95,7.29,234.17,1.5
2948.0,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN,23.43,6.39,8.04,527.14,1.19
2949.0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI",RAJASTHAN,23.58,5.85,7.91,795.83,1.47
1342.0,ACHENKOIL AT THUMPAMON,KERALA,25.6,7.03,7.18,78.83,0.8
1443.0,ACHENKOIL AT CHENNITHULA,KERALA,26.35,6.59,7.0,66.84,1.12
3465.0,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,25.99,6.64,7.29,59.22,0.71
3466.0,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,26.31,6.24,7.26,66.33,0.76
2297.0,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.25,7.08,6.97,67.2,0.97
2319.0,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.15,7.0,6.65,5340.6,1.05
2286.0,R AYROOR AT AYROOR BRIDGE,KERALA,28.81,6.71,7.33,89.0,1.09
2331.0,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.05,6.24,7.28,135.6,0.99
2332.0,R BHARATHAPUZHA AT PATTAMBI,KERALA,27.65,7.12,8.1,212.1,0.93
1154.0,CHALAKUDY AT PULICKALKA-DAVU,KERALA,28.52,6.33,6.32,133.75,1.18
20.0,CHALIYAR AT KOOLIMADU,KERALA,25.92,7.26,7.22,75.92,0.64
21.0,CHALIYAR AT CHUNGAPALLY,KERALA,26.0,7.03,7.28,11041.1,0.91
3464.0,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,27.56,6.79,7.06,75.0,0.79
1572.0,CHANDRAGIRI AT PADIYATHADKA,KERALA,28.64,7.41,7.15,60.8,0.65
1573.0,CHITRAPUZHA AT IRUMPANAM,KERALA,28.49,1.74,6.57,768.9,3.35
2295.0,R CORAPUZHA AT KANAYANKODE,KERALA,26.4,6.08,7.52,14082.6,1.43
1564.0,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.38,6.64,7.17,91.84,0.77
2287.0,R ITHIKKARA AT ITHIKKARA,KERALA,24.76,6.59,7.23,1347.6,0.83
1566.0,R KADALUNDI AT THIRURANGADY,KERALA,29.3,5.95,6.65,95.4,1.16
2293.0,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.15,6.61,6.78,78.1,1.0
2337.0,KADAMBAYAR AT BRAHMAPURAM,KERALA,27.76,0.59,6.69,268.08,4.14
2338.0,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.17,1.78,6.61,82.25,2.01
42.0,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,24.94,7.08,7.18,61.37,0.97
2294.0,R KALLAI AT KALLAI BRIDGE,KERALA,25.9,3.93,7.58,30297.9,2.48
3460.0,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.44,6.57,8.03,309.78,1.06
3458.0,KARAPUZHA DAM AT WAYANAD,KERALA,27.4,7.01,7.14,97.0,0.79
1571.0,R KARINGODE AT KAKKADAVU,KERALA,28.82,7.26,6.99,51.33,0.73
1155.0,KARAMANA AT MOONNATTUMUKKU,KERALA,28.75,0.45,7.12,1716.75,21.21
3471.0,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,28.64,6.96,7.36,54.57,0.9
2289.0,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.2,6.1,6.79,66.6,1.09
2301.0,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.4,7.03,6.67,60.5,1.34
2291.0,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.05,5.23,6.89,81.0,1.45
2326.0,R KORAYAR AT KANJIKODE,KERALA,27.4,6.13,8.0,510.1,1.07
1569.0,R KUPPAM AT THALIPARAMBA,KERALA,26.6,6.45,6.94,12150.4,1.76
2298.0,R KUPPAM AT RAYAROM,KERALA,25.3,7.89,7.16,49.5,1.11
1567.0,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.3,7.46,6.93,33.9,0.85
1568.0,"R MAHE AT VALAYAM, KERALA",KERALA,25.9,6.97,7.36,72.1,1.03
2285.0,R MAMOM AT MAMOM BRIDGE,KERALA,28.63,7.34,7.31,99.0,0.9
1340.0,MANIMALA  AT KALLOOPARA,KERALA,27.3,7.53,6.92,124.8,1.58
1384.0,MANIMALA AT THONDRA,KERALA,27.35,6.77,6.85,115.6,1.65
3459.0,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,26.61,5.81,7.32,106.67,0.92
2307.0,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.44,7.13,7.18,85.12,0.82
1339.0,MEENACHIL AT KIDANGOOR,KERALA,26.47,6.76,7.07,58.49,0.74
2304.0,R MOGRAL AT MOGRAL BR.,KERALA,28.51,5.74,7.26,13197.2,1.45
43.0,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,26.95,6.73,7.05,58.42,1.23
2302.0,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,28.4,7.0,6.93,3453.3,0.9
1570.0,R NEELESWARAM AT HOSDURG,KERALA,28.69,6.52,7.03,14369.3,1.3
1563.0,R NEYYAR AT AMARAVILA,KERALA,28.38,6.56,7.34,70.25,1.41
2284.0,R NEYYAR AT ARUVIPURAM,KERALA,28.6,7.0,7.26,59.5,0.79
2288.0,R PALLICKAL AT NELLIMUKAL,KERALA,25.73,6.32,7.2,97.49,0.79
1156.0,PAMBA AT CHENGANNUR,KERALA,27.5,6.03,6.98,62.84,1.07
1341.0,PAMBA AT THAKAZHY,KERALA,28.0,4.37,7.07,113.0,1.53
1565.0,PAMBA DOWN,KERALA,28.0,4.53,7.21,79.4,0.97
17.0,PERIYAR NEAR ALWAYE-ELOOR,KERALA,28.38,5.13,6.87,1788.83,2.08
18.0,PERIYAR AT KALADY,KERALA,27.47,7.46,7.18,35.5,1.13
1338.0,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,27.64,6.76,6.96,59.33,1.33
2333.0,PERIYAR AT MUPPATHADAM,KERALA,28.38,6.75,6.92,114.3,1.43
2334.0,RIVER PERIYAR AT PATHALAM,KERALA,28.08,5.93,6.78,1108.42,2.23
2335.0,R PERIYAR AT KALAMASSERY,KERALA,28.32,4.93,6.71,88.0,2.18
2336.0,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.34,6.84,6.9,1686.0,1.41
3468.0,"PERIYAR AT KWA INTAKE- ALUVA, ERNAKULAM",KERALA,27.92,7.12,6.89,44.67,1.21
2300.0,PERUVAMBA AT CHANDAPPURA,KERALA,26.35,6.92,6.63,55.7,1.14
2303.0,R PULLUR AT PULLUR BR.,KERALA,28.31,6.46,6.28,48.91,1.0
2290.0,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.45,4.88,6.63,169.3,2.14
2299.0,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,27.9,4.15,6.54,19574.7,1.41
2305.0,R SHRIYA AT ANGADIMOGARU,KERALA,28.11,6.86,7.14,62.67,0.9
2296.0,THALLASSERY AT PATHIPPALAM,KERALA,26.2,6.56,6.66,69.0,0.8
2292.0,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,29.15,4.51,6.6,6380.8,2.07
2306.0,R UPPALA AT  UPPALA BR.,KERALA,28.9,6.23,7.24,9325.8,1.34
3473.0,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,26.61,6.59,7.06,15158.2,1.14
1442.0,VAMANAPURAM,KERALA,29.06,6.28,7.25,73.88,1.21
1391.0,"HUSSAIN SAGAR LAKE, BUDAMERU",ANDHRA PRADESH,28.82,3.43,7.51,1439.36,62.0
1447.0,DHARMASAGAR TANK NEAR WARANGAL,ANDHRA PRADESH,27.0,7.23,7.69,307.09,7.05
1464.0,BIBINAGAR TANK,ANDHRA PRADESH,28.18,6.06,8.01,1404.55,4.04
1780.0,"GANDIGUDEM ,MEDAK",ANDHRA PRADESH,28.41,5.17,7.39,4119.73,14.27
1783.0,"KISTAREDDYPET TANK , MEDAK",ANDHRA PRADESH,28.61,4.51,7.84,8321.22,27.9
1788.0,"SAROONAGAR , RANGA REDDY",ANDHRA PRADESH,27.4,2.25,7.65,1553.2,56.25
1789.0,"HIMAYAT SAGAR LAKE , R.R.",ANDHRA PRADESH,27.67,5.14,8.06,422.44,8.44
1790.0,"PULICATE LAKE ,  NELLORE",ANDHRA PRADESH,28.82,5.0,7.59,48005.5,1.03
2340.0,"LAXMINARAYANA CHEVURU AT EDULABAD,RANGAREDDY",ANDHRA PRADESH,27.18,2.68,7.73,1485.36,47.56
2341.0,"MIRALAM LAKE NEAR ZOO PARK, RANGAREDDY",ANDHRA PRADESH,28.64,4.95,7.66,1487.18,31.13
2342.0,"NOOR MD. KUNTA, KATTEDAN, RANGAREDDY",ANDHRA PRADESH,27.09,0.92,7.75,2422.0,59.14
2343.0,"PREMAJIPET TANK, KATTEDAN, RANGAREDDY",ANDHRA PRADESH,27.73,3.34,5.07,7703.73,65.2
2344.0,"NALLA CHEVURU,RANGAREDDY",ANDHRA PRADESH,26.36,0.0,7.56,1580.45,53.75
2345.0,"SAI CHEVURU, NEAR TANNERY INDUSTRIES, DESAIPET, WARANGAL",ANDHRA PRADESH,28.36,3.08,7.83,33683.6,228.0
2346.0,"BHADRAKALI CHEVURU, BHADRAKALI TEMPLE, WARANGAL",ANDHRA PRADESH,26.82,5.35,7.86,456.09,15.25
2353.0,"KONDACHARLA-AAVA LAKE,PARAWADA PHARMA CITY,VISHAKHAPATNAM",ANDHRA PRADESH,27.09,6.14,7.61,923.55,1.13
2357.0,DURGAM CHEVURU,ANDHRA PRADESH,26.11,3.32,7.4,1383.8,36.94
2358.0,MALLAPUR TANK,ANDHRA PRADESH,26.82,1.14,7.89,1821.27,32.43
2359.0,PEDDA CHEVURU,ANDHRA PRADESH,26.91,1.3,7.75,2373.73,64.75
3068.0,"RAMAPPA LAKE,  WARANGAL",ANDHRA PRADESH,26.91,5.6,7.76,290.36,8.04
3069.0,"SHAMEERPET LAKE, SHAMEERPET, RANGA REDDY",ANDHRA PRADESH,27.0,3.38,7.64,900.2,25.0
3070.0,"FOX SAGAR, JEEDIMETLA,  RANGA REDDY",ANDHRA PRADESH,26.9,2.91,7.72,1681.0,38.19
3071.0,"LANGARHOUSE LAKE, HYDERABAD",ANDHRA PRADESH,27.13,0.0,7.55,1047.78,38.17
3072.0,"SAFILGUDA LAKE,  RANGA REDDY",ANDHRA PRADESH,27.13,2.44,7.61,1594.67,56.0
3073.0,"HASMATHPET LAKE, HASMATHPET,  RANGA REDDY",ANDHRA PRADESH,26.86,1.07,7.53,1623.44,56.25
3074.0,"BANJARA LAKE, BANJARA HILLS,  RANGA REDDY",ANDHRA PRADESH,27.83,0.25,8.02,744.0,43.83
3075.0,"RANGADHAMUNI CHERUVU,  RANGA REDDY",ANDHRA PRADESH,27.25,5.19,7.6,1260.0,54.89
3076.0,"AMBER CHERUVU, KUKATPALLY,  RANGA REDDY",ANDHRA PRADESH,26.17,4.97,7.54,1672.5,46.86
3077.0,"KAPRA CHERUVU, KAPRA,  RANGA REDDY",ANDHRA PRADESH,26.56,4.78,7.75,1480.3,29.88
3078.0,"PRAGATHINAGAR CHERUVU, KUKATPALLY,  RANGA REDDY",ANDHRA PRADESH,28.5,3.85,7.75,1276.25,32.75
3084.0,"WADDEPALLY TANK, KAZIPET,  WARANGAL",ANDHRA PRADESH,27.3,6.75,7.81,512.4,18.7
3085.0,"CHINNA WADDEPALLY TANK,  WARANGAL",ANDHRA PRADESH,28.82,2.95,7.79,1658.36,20.26
3086.0,"SAKI TANK, PATANCHERU,  RANGA REDDY",ANDHRA PRADESH,28.18,5.99,8.14,1562.64,4.03
1388.0,ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,KARNATAKA,29.0,8.06,7.78,506.0,13.75
1446.0,HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,KARNATAKA,26.0,2.93,7.45,458.0,5.5
1383.0,ORUVATHILKOTTA LAKE,KERALA,29.31,5.11,7.28,796.25,3.2
1385.0,SASTHAMCOTTA LAKE,KERALA,26.64,7.05,6.95,65.36,0.56
1441.0,ASHTHAMUDI LAKE AT QUILON,KERALA,25.12,3.89,7.39,38810.0,9.3
1574.0,PARAVUR,KERALA,26.85,6.15,7.27,19713.8,1.87
1575.0,KOCHI (OIL TANKER JETTY),KERALA,28.43,5.74,7.52,23207.2,2.15
1576.0,THEKKADY,KERALA,25.09,7.18,7.5,61.6,0.63
1577.0,KODUNGALLOOR,KERALA,28.45,6.14,7.31,16191.1,2.01
1578.0,KAYAMKULAM,KERALA,27.4,6.15,7.09,24500.0,3.89
1579.0,ALAPPUZHA,KERALA,27.5,5.51,6.76,1614.9,2.92
1580.0,POOKOTE,KERALA,25.52,6.69,6.91,27.6,0.66
2312.0,LAKE VEMBANADU AT PATHIRAMANAL (ALAPPUZHA),KERALA,27.9,6.88,6.81,1327.9,1.51
2318.0,PAZHASSI RESERVOIR (KANNUR),KERALA,27.75,7.69,7.15,62.1,1.62
2325.0,POND AT (PADMANABHA) SREE PADMANABHA SWAMY TEMPLE (TVPM),KERALA,28.75,7.18,7.69,250.42,2.43
2328.0,RSVR AT MALAMPUZHA,KERALA,27.05,6.88,7.87,124.5,1.03
2329.0,RSVR AT BHOOTHATHANKETU,KERALA,27.36,7.74,7.27,30.5,1.1
2330.0,RSVR AT EDAMALAYAR,KERALA,28.16,7.86,7.32,29.4,1.05
3462.0,MANANCHIRA POND AT KOZHEKODE,KERALA,25.89,6.77,7.36,83.89,0.73
3470.0,"VELLAYANI LAKE AT VANDITHADOM, THIRUVANANTHAPURAM",KERALA,29.0,5.77,7.33,198.0,2.77
1420.0,KODAI KANAL LAKE,TAMILNADU,20.55,6.86,7.37,96.29,5.35
1421.0,UDHAGAMADALEM LAKE (OOTY),TAMILNADU,17.42,3.93,7.2,424.08,16.86
1452.0,"YERCAUD LAKE, SALEM",TAMILNADU,23.83,7.48,7.85,300.25,1.66
3007.0,VEERANAM LAKE AT CUDDALORE,TAMILNADU,31.0,6.52,8.41,726.5,1.64
3010.0,PORUR LAKE AT THIRUVALLUR,TAMILNADU,26.57,7.1,8.52,561.42,3.25
2205.0,MER BEEL AT MADHABPUR,ASSAM,23.0,6.38,6.5,92.0,4.9
2206.0,DALONI BEEL NEAR JOGIGHOPA,ASSAM,24.5,6.18,7.33,148.25,4.85
1263.0,ELANGABEEL SYSTEM POND (CONNECTED TO R. KOLANG),ASSAM,31.75,2.25,10.08,2122.5,19.65
2207.0,BOR BEEL AT JAKAI.,ASSAM,22.25,6.33,6.53,104.5,4.18
2208.0,"BORPUKHURI, NAZIRA",ASSAM,24.0,6.2,6.98,32.75,3.0
2209.0,"GAURISAGAR TANK, GAURISAGAR",ASSAM,24.0,6.5,6.88,20.25,3.48
2210.0,"RAJMAW PUKHURI, JORHAT",ASSAM,24.75,5.88,7.08,78.0,3.6
2211.0,"PADUMPUKHURI, TEZPUR",ASSAM,23.75,9.63,7.8,283.25,8.03
2212.0,"GOPHUR TANK, GOPHUR",ASSAM,24.25,8.35,6.93,114.0,4.83
2213.0,"JAIPAL PUKHURI, SIPAJHAR",ASSAM,23.75,8.35,6.8,25.25,6.48
2214.0,"BOTODRIVA SATRA POND, NAGAON",ASSAM,26.67,7.43,6.83,27.33,3.33
2215.0,SARAN BEEL,ASSAM,29.0,6.2,7.0,119.0,3.38
2216.0,"DIGHALI PUKHURI, GUWAHATI",ASSAM,27.0,11.65,7.83,174.75,10.7
2217.0,"SUBHAGYA KUNDA POND KAMAKHYA TEMPLE, GUWAHATI",ASSAM,19.08,9.88,7.0,395.5,5.3
2218.0,"DEEPAR BEEL AT BORAGAON NEAR IASST, GUWAHATI",ASSAM,26.25,5.35,7.05,263.0,5.03
2219.0,"BISHNU PUSKAR PUKHURI OF HAYAGRIB MADHAB TEMPLE, HAJO",ASSAM,26.75,6.88,7.65,235.25,5.93
2220.0,"CHAND DUBI BEEL, CHAND DUBI",ASSAM,27.75,7.33,6.93,34.25,2.35
2221.0,"GANGA PUKHURI, NALBARI (GORDON SCHOOL)",ASSAM,28.25,6.7,7.0,53.5,3.73
2222.0,RAJADINIA PUKHURI AT ABHAYAPURI,ASSAM,25.0,6.2,7.53,45.0,6.35
2223.0,MAHAMAYA MANDIR PUKHURI,ASSAM,27.0,6.18,7.23,92.5,4.75
2224.0,RAJAPUKHURI AT GAURIPUR,ASSAM,27.5,6.18,7.4,73.25,8.28
2225.0,"BASKANDI POND INSIDE THE BASKANDI MADRASA, BASKANDI",ASSAM,13.25,6.65,7.15,150.25,3.15
2226.0,SIVASAGAR TANK (BORPUKHURI) NEAR SIVADOL,ASSAM,24.25,6.1,6.7,21.0,3.13
2227.0,"HORDAI PUKHURI, CHARAIDEW",ASSAM,24.25,6.2,6.73,25.0,2.3
2228.0,GALA BEEL AT DERGAON,ASSAM,31.25,5.25,6.93,134.5,2.25
1532.0,"*GOYSAGAR TANK, SIBSAGAR",ASSAM,23.0,6.2,6.7,20.0,2.43
1347.0,UMIAM LAKE AT BARAPANI,MEGHALAYA,22.25,6.87,7.13,142.5,7.84
3346.0,UMIAM LAKE AT OUTFALL OF UMIAM RIVER,MEGHALAYA,21.13,5.68,7.13,170.83,8.94
3347.0,UMIAM LAKE MIDDLE POINT,MEGHALAYA,21.58,6.98,7.17,100.83,7.44
3348.0,UMIAM LAKE NEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,21.88,7.13,7.29,90.75,7.17
1348.0,"WARD LAKE AT SHILONG EAST,KHASI HILL DT.",MEGHALAYA,19.25,7.53,7.19,171.67,7.11
1459.0,THADLASKEIN LAKE,MEGHALAYA,20.75,7.17,7.05,43.92,1.91
3349.0,TASEK LAKE AT SONGSAK,MEGHALAYA,25.42,7.65,7.41,54.75,1.42
1727.0,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,27.7,6.57,7.75,238.6,3.16
1728.0,"RUDRASAGAR, SONUMURA",TRIPURA,27.5,6.49,7.9,243.6,3.32
2437.0,CHILKA LAKE (RAMSAR SITE),ORISSA,29.17,7.46,7.98,28683.3,1.58
2438.0,ANSHUPA,ORISSA,28.0,8.14,8.0,162.36,1.63
2431.0,BINDUSAGAR ( RELIGIOUS POND OF BHUBANESWAR CITY),ORISSA,30.0,11.59,7.73,459.5,12.35
2432.0,NARENDRA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,28.25,11.43,8.54,998.0,7.03
2433.0,MARKANDA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,28.0,12.63,8.23,750.08,6.32
2434.0,INDRADYUMNA TANK ( RILIGIOUS POND OF PURI CITY),ORISSA,27.67,8.78,8.28,706.17,5.03
2435.0,SWETAGANGA ( RILIGIOUS POND OF PURI CITY),ORISSA,27.5,14.39,8.68,1254.25,11.5
2436.0,PARVATI SAGAR ( RILIGIOUS POND OF PURI CITY),ORISSA,26.92,9.95,8.04,687.67,8.03
1765.0,"RABINDRASAROVAR NATIONAL LAKE, CALCUTTA",WEST BENGAL,28.46,8.53,8.49,370.25,4.45
2503.0,HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.83,9.55,8.0,764.92,9.33
2504.0,MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.97,8.78,8.02,763.42,8.22
2505.0,HUNUMAN GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.93,9.6,8.01,761.25,8.34
2519.0,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,28.0,8.43,7.66,53.1,4.8
2520.0,MIRIKH LAKE,WEST BENGAL,17.42,7.97,7.5,102.04,4.58
2521.0,WATER RESERVIOR AT DELO,WEST BENGAL,18.33,8.23,7.53,25.26,2.08
2522.0,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,12.75,8.38,7.33,25.89,1.8
2539.0,BELBONI LAKE NEAR BARJORA,WEST BENGAL,26.0,7.7,7.56,182.67,2.43
2544.0,SAHEBBANDH AT PURULIA,WEST BENGAL,27.08,9.09,7.95,418.83,4.37
1291.0,GOBINDSAGAR LAKE AT BILASPUR,HIMACHAL PRADESH,15.38,9.03,8.24,194.46,0.33
1429.0,"RENUKA LAKE , 35 KM FROM PATNA SAHIB NORTH",HIMACHAL PRADESH,21.19,6.25,7.61,424.54,1.92
2649.0,RIWALSAR LAKE,HIMACHAL PRADESH,18.19,1.81,7.77,220.09,26.07
1382.0,HARIKE LAKE D/S FROM CANAL,PUNJAB,18.33,6.0,7.18,288.75,1.93
1364.0,RAMGARH LAKE,UTTAR PRADESH,23.2,8.34,8.3,648.0,5.16
2499.0,"SAMARPUR JHEEL, RAEBARELI",UTTAR PRADESH,24.2,5.75,8.37,512.2,4.38
1549.0,SALAULIM LAKE AT SALAULIM - SANGUEM,GOA,31.42,7.43,6.69,50.18,0.91
2269.0,"MAYEM LAKE, BICHOLIM",GOA,30.0,6.93,6.44,44.76,4.23
3176.0,RUMDER LAKE,GOA,30.0,5.25,6.51,90.13,2.27
3178.0,RAIA LAKE,GOA,30.67,5.08,6.59,74.22,1.93
3179.0,SAIPEM LAKE,GOA,29.17,2.85,6.83,298.25,6.82
3180.0,CURTORIM LAKE,GOA,30.67,4.08,6.64,106.9,7.93
1345.0,"AJWAH LAKE AT SRI SAYAJI SABVAR,BARODA",GUJARAT,26.0,7.3,8.6,279.0,1.3
1346.0,SURSAGAR LAKE AT BARODA,GUJARAT,26.0,2.6,7.42,2330.0,1.5
1972.0,"NALSAROVAR LAKE (SANAND), DIST.AHMEDABAD",GUJARAT,28.75,7.73,8.85,4065.0,14.0
1977.0,CITY LAKE OF NADIAD,GUJARAT,27.75,13.58,8.63,1614.75,6.35
2076.0,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,GUJARAT,27.33,8.74,8.2,327.17,2.12
